JA20130831MLO00000341         CC00006402R5F212L4SN508FP#VD                      2013083120130831+00000137000A0120131016010400                                                                           
JA20130831MLO00000344         CC00006864BCR2PM-14LE#C0G                         2013083120130831+00000362000A0120131016010400                                                                           
JA20130831MLO00000344         CC00006864BCR1AM-12A#B10                          2013083120130831+00000155000A0120131016010400                                                                           
JA20130831MLO00000346         CC00004653BCR3AM-14B#B00                          2013083120130831+00000099000A0120131016010400                                                                           
JA20130831MLO00000345         CC00005067BCR5PM-12LG#B00                         2013083120130831+00000062000A0120131016010400                                                                           
JA20130831MLO00000347         CC00005067RJH60D2DPP-M0#T2                        2013083120130831+00000796000A0120131016010400                                                                           
JA20130831MLO00000347         CC00005067RJH60D3DPP-M0#T2                        2013083120130831+00000175000A0120131016010400                                                                           
JA20130831MLO00000343         CC00004560BCR12PM-14LG#C0G                        2013083120130831+00000220000A0120131016010400                                                                           
JA20130831MLO00000343         CC00004560BCR8PM-14LG#C0G                         2013083120130831+00000256000A0120131016010400                                                                           
JA20130831MLO00000338         CC00004562R5R0C022FA#V0                           2013083120130831+00000060000A0120131016010400                                                                           
JA20130831MLO00000339         CC00004563R5F212B8SNFA#VC                         2013083120130831+00000032000A0120131016010400                                                                           
JA20130831MLO00000350         CC00004563HITK0302MPTL-H-Q                        2013083120130831+00000003000A0120131016010400                                                                           
JA20130831MLO00000351         CC00004563PS2561F-1Y-A                            2013083120130831+00000629000A0120131016010400                                                                           
JA20130831MLO00000342         CC09001109UPD78F0571MC-CAB-AX                     2013083120130831+00000033000A0120131016010400                                                                           
JA20130831MLO00000340         CC00004557R5F211B4D55SP#UC                        2013083120130831+00000047000A0120131016010400                                                                           
JA20130831MLO00000348         CC00004558HAT2220R-EL-E                           2013083120130831+00000005000A0120131016010400                                                                           
JB20130831MLO00000341         0341                CC00006402R5F212L4SN508FP#VD                      201308312013083120130831+00000137000A0120131016010300                                               
JB20130831MLO00000344         0344                CC00006864BCR2PM-14LE#C0G                         201308312013083120130831+00000362000A0120131016010300                                               
JB20130831MLO00000344         0344                CC00006864BCR1AM-12A#B10                          201308312013083120130831+00000155000A0120131016010300                                               
JB20130831MLO00000346         0346                CC00004653BCR3AM-14B#B00                          201308312013083120130831+00000099000A0120131016010300                                               
JB20130831MLO00000345         0345                CC00005067BCR5PM-12LG#B00                         201308312013083120130831+00000062000A0120131016010300                                               
JB20130831MLO00000347         0347                CC00005067RJH60D2DPP-M0#T2                        201308312013083120130831+00000796000A0120131016010300                                               
JB20130831MLO00000347         0347                CC00005067RJH60D3DPP-M0#T2                        201308312013083120130831+00000175000A0120131016010300                                               
JB20130831MLO00000343         0343                CC00004560BCR12PM-14LG#C0G                        201308312013083120130831+00000220000A0120131016010300                                               
JB20130831MLO00000343         0343                CC00004560BCR8PM-14LG#C0G                         201308312013083120130831+00000256000A0120131016010300                                               
JB20130831MLO00000338         0338                CC00004562R5R0C022FA#V0                           201308312013083120130831+00000060000A0120131016010300                                               
JB20130831MLO00000339         0339                CC00004563R5F212B8SNFA#VC                         201308312013083120130831+00000032000A0120131016010300                                               
JB20130831MLO00000350         0350                CC00004563HITK0302MPTL-H-Q                        201308312013083120130831+00000003000A0120131016010300                                               
JB20130831MLO00000351         0351                CC00004563PS2561F-1Y-A                            201308312013083120130831+00000629000A0120131016010300                                               
JB20130831MLO00000342         0342                CC09001109UPD78F0571MC-CAB-AX                     201308312013083120130831+00000033000A0120131016010300                                               
JB20130831MLO00000340         0340                CC00004557R5F211B4D55SP#UC                        201308312013083120130831+00000047000A0120131016010300                                               
JB20130831MLO00000348         0348                CC00004558HAT2220R-EL-E                           201308312013083120130831+00000005000A0120131016010300                                               
JD20130831CC00005291R5R0C000SN#U0                           RE+00000026876USD000000000259600000000697700962013083120130831000000                                                                        
JD20130831CC00006402R5F212L4SN508FP#VD                      RE+00000293166USD000000000384600000011275164362013083120130831000000                                                                        
JD20130831CC00006864BCR8LM-14LB#B00                         RE+00001587501USD000000000171700000027257392172013083120130831000000                                                                        
JD20130831CC00006864BCR2PM-14LE#C0G                         RE+00000174075USD000000000118100000002055825752013083120130831000000                                                                        
JD20130831CC00006864BCR1AM-12A#B10                          RE+00000018037USD000000000056400000000101728682013083120130831000000                                                                        
JD20130831CC00004653BCR3AM-14B#B00                          RE+00000013954USD000000000085700000000119585782013083120130831000000                                                                        
JD20130831CC00005067BCR5PM-12LG#B00                         RE+00000066391USD000000000153000000001015782302013083120130831000000                                                                        
JD20130831CC00005067RJH60D2DPP-M0#T2                        RE+00000496018USD000000000270000000013392486002013083120130831000000                                                                        
JD20130831CC00005067RJH60D3DPP-M0#T2                        RE+00000113468USD000000000342000000003880605602013083120130831000000                                                                        
JD20130831CC00004478R5R0C062FA#V2                           RE+00000650865USD000000006000000000390519000002013083120130831000000                                                                        
JD20130831CC00004560BCR12PM-14LG#C0G                        RE+00000138843USD000000000210000000002915703002013083120130831000000                                                                        
JD20130831CC00004560BCR8PM-14LG#C0G                         RE+00000076132USD000000000171400000001304902482013083120130831000000                                                                        
JD20130831CC00004560BCR16PM-14LG#B00                        RE+00000087003USD000000000247600000002154194282013083120130831000000                                                                        
JD20130831CC00004562R5R0C022FA#V0                           RE+00000433501USD000000003000000000130050300002013083120130831000000                                                                        
JD20130831CC00004563R5F212B8SNFA#VC                         RE+00000076660USD000000000450000000003449700002013083120130831000000                                                                        
JD20130831CC00004563HITK0302MPTL-H-Q                        RE+00000121488USD000000000038100000000462869282013083120130831000000                                                                        
JD20130831CC00004563UPD78F0483GC-GAD-AX                     RE+00000009418USD000000000950000000000894710002013083120130831000000                                                                        
JD20130831CC00004563PS2561F-1Y-A                            RE+00000745677USD000000000028000000002087895602013083120130831000000                                                                        
JD20130831CC00004563PS2561FL-1Y-F3-A                        RE+00000346000USD000000000028500000000986100002013083120130831000000                                                                        
JD20130831CC00004559RJH60D3DPP-M0#T2                        RE+00000258815USD000000000342000000008851473002013083120130831000000                                                                        
JD20130831CC09001109UPD78F0571MC-CAB-AX                     RE+00000107597USD000000000475000000005110857502013083120130831000000                                                                        
JD20130831CC00004557R5F211B4D55SP#UC                        RE+00000062063USD000000000240400000001491994522013083120130831000000                                                                        
JD20130831CC00003900UPD79F9211GB-8ES-A                      RE+00000050000USD000000000450000000002250000002013083120130831000000                                                                        
JD20130831CC00004558HAT2220R-EL-E                           RE+00000019500USD000000000270000000000526500002013083120130831000000                                                                        
JD20130831CC00004558BCR2PM-14LE#C0G                         RE+00000097019USD000000000118100000001145794392013083120130831000000                                                                        
JZJA0000016+000000003071000+00000000000000020130831                                                                                                                                                     
JZJC0000000+000000000000000+00000000000000020130831                                                                                                                                                     
JZJB0000016+000000003071000+00000000000000020130831                                                                                                                                                     
JZJD0000025+000000012689448+00000000613998220130831                                                                                                                                                     
JZJJ0000000+000000000398755+00000000000000020130831                                                                                                                                                     
